movieId,rating,userId
318900012.0,4.8,1
205100137.0,4.7,2
422208973.0,4.9,3
204900013.0,4.6,4
253900006.0,4.6,5
200400003.0,4.9,6
422218358.0,4.9,7
200400004.0,4.9,8
422210400.0,4.1,9
205100146.0,4.7,10
422218359.0,4.9,11
422204795.0,4.9,12
422200236.0,5.0,13
422211183.0,4.7,14
422204884.0,4.9,15
422200152.0,5.0,16
422211240.0,4.8,17
422209322.0,4.5,18
249500007.0,4.8,19
422208972.0,4.9,20
422212331.0,4.7,21
422208913.0,4.8,22
204900024.0,4.8,23
253900003.0,4.7,24
231100005.0,4.7,25
422207844.0,5.0,26
205100136.0,4.7,27
422200306.0,4.5,28
422200632.0,4.8,29
204900056.0,4.7,30
206400019.0,4.8,31
422201504.0,4.9,32
211300007.0,4.7,33
422208181.0,4.8,34
422211241.0,4.8,35
100160022.0,4.4,36
318900005.0,4.8,37
422212333.0,4.7,38
100220035.0,4.9,39
249500011.0,4.9,40
422216352.0,4.9,41
204900025.0,4.5,42
224100009.0,4.8,43
422206648.0,4.7,44
422208975.0,4.9,45
422204259.0,4.7,46
100210023.0,4.9,47
327500002.0,4.8,48
422210980.0,4.7,49
422209262.0,5.0,50
422211640.0,4.7,51
422204904.0,4.7,52
422203173.0,5.0,53
204900089.0,4.5,54
253900004.0,4.7,55
422208974.0,4.9,56
422206248.0,4.7,57
422216298.0,0.0,58
249500019.0,4.4,59
422202025.0,4.9,60
422202569.0,4.5,61
422214283.0,4.9,62
422206645.0,4.7,63
422203617.0,4.7,64
310100003.0,4.8,65
422209491.0,4.8,66
422207968.0,5.0,67
211300002.0,4.8,68
422208910.0,4.5,69
249500021.0,4.8,70
100180148.0,4.7,71
422204910.0,4.7,72
422208328.0,5.0,73
206400009.0,4.6,74
245500001.0,4.7,75
422208157.0,4.6,76
422215665.0,4.8,77
100150058.0,4.6,78
308500037.0,4.9,79
422226334.0,4.5,80
422204388.0,4.3,81
204100054.0,5.0,82
308900002.0,4.8,83
422206035.0,4.8,84
422209671.0,4.5,85
204900004.0,4.7,86
207500007.0,4.9,87
371600006.0,4.7,88
422203301.0,4.6,89
422203776.0,3.9,90
293500050.0,4.7,91
253900005.0,4.8,92
248700035.0,4.7,93
422207865.0,4.5,94
243300007.0,3.9,95
224100008.0,4.9,96
422212100.0,4.6,97
318900011.0,4.8,98
422211876.0,4.9,99
422218362.0,4.8,100
418800002.0,4.9,101
422203449.0,4.7,102
100180113.0,4.4,103
308500004.0,4.9,104
318900002.0,4.5,105
422206644.0,4.7,106
308500001.0,4.9,107
358300002.0,4.7,108
422218365.0,4.9,109
204100003.0,4.7,110
100240016.0,4.9,111
422208977.0,4.9,112
253900010.0,4.3,113
422207149.0,4.8,114
422217972.0,4.8,115
422217029.0,4.8,116
200500283.0,4.8,117
422201700.0,4.4,118
422202579.0,4.5,119
318900009.0,4.6,120
422204167.0,4.9,121
422203096.0,5.0,122
422203235.0,4.7,123
200400039.0,4.4,124
422206435.0,4.8,125
422214044.0,4.6,126
253900007.0,4.7,127
422217959.0,0.0,128
100150067.0,5.0,129
343700002.0,4.3,130
422203645.0,4.9,131
224100019.0,4.7,132
422203509.0,4.0,133
357100008.0,4.5,134
422204281.0,4.7,135
422215451.0,5.0,136
422207866.0,4.5,137
100190059.0,4.7,138
206400011.0,4.6,139
249500013.0,4.8,140
224100022.0,4.9,141
422214282.0,0.0,142
345800027.0,4.6,143
204100013.0,4.8,144
422203609.0,4.7,145
422212532.0,5.0,146
100230069.0,4.9,147
422218796.0,4.7,148
422206154.0,4.0,149
223600026.0,4.8,150
217300001.0,4.1,151
357100011.0,4.5,152
345800001.0,4.9,153
293500043.0,4.8,154
422220080.0,4.9,155
422218360.0,0.0,156
422214147.0,4.7,157
422206957.0,5.0,158
293500006.0,4.8,159
211300008.0,4.7,160
308100023.0,4.9,161
422204906.0,4.7,162
422210468.0,4.8,163
422204576.0,4.3,164
422206774.0,5.0,165
422208769.0,5.0,166
201600166.0,5.0,167
422204575.0,4.6,168
422204231.0,4.6,169
422203282.0,4.8,170
422219813.0,4.8,171
422204775.0,4.8,172
211300005.0,4.5,173
422206103.0,4.6,174
422210956.0,5.0,175
422201822.0,5.0,176
207500008.0,4.9,177
422206097.0,5.0,178
214000001.0,4.5,179
422214672.0,3.7,180
223600034.0,4.6,181
422204604.0,4.0,182
422216354.0,4.9,183
422210197.0,5.0,184
422201302.0,5.0,185
422205152.0,5.0,186
418800004.0,4.9,187
222600057.0,4.8,188
422214633.0,5.0,189
422222786.0,4.8,190
201600074.0,4.9,191
358300001.0,4.5,192
422215345.0,4.9,193
224100029.0,4.9,194
249500014.0,4.9,195
204900086.0,5.0,196
422207151.0,4.8,197
204100024.0,4.8,198
200400012.0,4.6,199
100230056.0,4.9,200
422209841.0,4.8,201
422209795.0,4.9,202
422209704.0,4.8,203
422217971.0,4.8,204
422209703.0,4.8,205
422209052.0,4.9,206
422204312.0,5.0,207
351700026.0,4.5,208
249500028.0,4.8,209
422202580.0,4.7,210
422203979.0,4.8,211
422204027.0,4.1,212
200500095.0,4.8,213
224100010.0,4.5,214
224100016.0,4.4,215
204100023.0,4.9,216
422201448.0,5.0,217
343100029.0,4.9,218
249500001.0,4.9,219
422217992.0,4.8,220
422205151.0,5.0,221
422211334.0,4.5,222
422200367.0,5.0,223
422203671.0,4.9,224
422209420.0,4.6,225
422217271.0,5.0,226
222600006.0,5.0,227
422208976.0,4.9,228
422203807.0,3.9,229
422214577.0,0.0,230
422200036.0,4.4,231
225300001.0,4.0,232
100180184.0,4.8,233
386000015.0,4.8,234
206400004.0,4.6,235
232500022.0,4.6,236
422221764.0,4.7,237
422207148.0,4.8,238
422205820.0,4.5,239
422200308.0,4.6,240
422206100.0,4.6,241
422207323.0,3.7,242
422202629.0,4.8,243
422206101.0,4.6,244
422210784.0,4.7,245
237800005.0,4.8,246
422208763.0,4.7,247
422204313.0,4.9,248
222600049.0,5.0,249
422222133.0,5.0,250
100250033.0,4.7,251
422203182.0,4.9,252
204100019.0,5.0,253
422206539.0,5.0,254
422205498.0,4.4,255
422216270.0,4.9,256
201600081.0,5.0,257
422201090.0,4.8,258
422204754.0,2.0,259
422203302.0,4.6,260
100180030.0,5.0,261
100150083.0,4.7,262
100150018.0,5.0,263
201600019.0,4.9,264
422213290.0,5.0,265
422218363.0,5.0,266
422212871.0,5.0,267
204900145.0,4.7,268
422211195.0,4.8,269
357100004.0,4.5,270
422200305.0,4.5,271
422207736.0,4.8,272
422211389.0,4.7,273
422212329.0,5.0,274
256700003.0,4.6,275
422204028.0,4.1,276
422200375.0,5.0,277
422202841.0,5.0,278
422209705.0,4.8,279
422208059.0,4.9,280
201600143.0,0.0,281
422216515.0,5.0,282
422220470.0,4.6,283
358700005.0,5.0,284
358700003.0,4.2,285
422205346.0,4.8,286
253900002.0,4.8,287
422208981.0,4.7,288
343100024.0,4.8,289
422207629.0,4.9,290
100220009.0,4.8,291
422206922.0,4.1,292
245500010.0,4.7,293
422215804.0,4.8,294
422204825.0,4.9,295
201600135.0,4.8,296
422218109.0,0.0,297
100160006.0,3.1,298
422213289.0,4.5,299
422214187.0,0.0,300
223600035.0,4.8,301
223600048.0,4.6,302
256700002.0,4.8,303
422207793.0,4.8,304
422207147.0,4.8,305
201600182.0,4.8,306
422208985.0,5.0,307
422216297.0,0.0,308
371600007.0,4.8,309
422209940.0,4.0,310
318900019.0,4.8,311
422200002.0,4.8,312
377400001.0,4.6,313
345800015.0,4.7,314
248700042.0,4.9,315
204100070.0,4.9,316
204100071.0,4.9,317
293500005.0,4.5,318
422211501.0,4.5,319
223600009.0,4.6,320
422204902.0,4.3,321
422207810.0,4.6,322
422207121.0,5.0,323
422211276.0,4.7,324
204100018.0,4.6,325
204900002.0,5.0,326
422222531.0,0.0,327
224100007.0,4.2,328
422209048.0,4.8,329
422202362.0,4.5,330
422212061.0,4.7,331
222600015.0,4.8,332
422211447.0,4.7,333
422218099.0,4.8,334
201900001.0,4.8,335
422206149.0,4.7,336
345800013.0,4.3,337
100250014.0,4.4,338
422206972.0,4.9,339
226200018.0,4.8,340
304300001.0,4.7,341
329700005.0,5.0,342
204900039.0,0.0,343
422203510.0,4.5,344
422209132.0,0.0,345
100140042.0,4.9,346
100210020.0,4.7,347
422213474.0,0.0,348
422216344.0,3.0,349
422217970.0,4.8,350
422213957.0,5.0,351
422203485.0,5.0,352
422207417.0,4.8,353
204100025.0,4.5,354
422221873.0,4.9,355
422202632.0,4.9,356
422208242.0,4.8,357
100150039.0,3.5,358
204900005.0,4.8,359
204900120.0,4.0,360
422206647.0,4.0,361
422220081.0,4.9,362
422213288.0,5.0,363
422211218.0,5.0,364
422208983.0,4.7,365
422207122.0,4.9,366
223600010.0,4.6,367
422202017.0,0.0,368
422213286.0,0.0,369
422212531.0,0.0,370
422209173.0,5.0,371
422209415.0,4.0,372
422217842.0,5.0,373
358700002.0,4.0,374
248700076.0,4.8,375
422207283.0,4.7,376
204900159.0,4.7,377
224100003.0,4.1,378
422213992.0,4.3,379
206400010.0,4.6,380
422215426.0,5.0,381
100270011.0,5.0,382
